StateAbbr,PlaceName,PlaceFIPS,Population2010,Lat,Long,long_num,lat_num,Temp1990,Temp2020,Temp2050,Temp_Change_2020,Temp_Change_2050,Num_Above_1990,Num_Above_2020,Num_Above_2050,Num_Above_2080,Num_Above_Change_2020,Num_Above_Change_2050,Num_Above_Change_2080
AL,Montgomery,151000,205764,32.347264533299985,-86.26770596,637,145,102.25433837890628,105.33004882812504,110.98187194824223,3.075710449218761,8.727533569335947,15.76363636363636,38.599999999999994,72.22727272727272,72.22727272727272,22.836363636363636,56.46363636363636,56.46363636363636
ID,Boise City,1608830,205671,43.5984343897,-116.2308852,157,325,107.86654479980473,111.12753417968754,114.16568786621099,3.2609893798828153,6.299143066406259,18.490909090909092,33.77272727272727,54.245454545454535,54.245454545454535,15.281818181818181,35.75454545454544,35.75454545454544
VA,Richmond,5167000,204214,37.52939330830001,-77.47556817,777,227,102.18011474609378,104.98315002441412,110.19066955566409,2.803035278320337,8.010554809570309,6.7,19.445454545454545,41.990909090909085,41.990909090909085,12.745454545454546,35.29090909090908,35.29090909090908
IA,Des Moines,1921000,203433,41.5741349525,-93.61650661,519,292,103.1394409179688,107.10098449707039,110.17424499511723,3.961543579101587,7.034804077148436,5.390909090909091,13.509090909090906,34.75454545454546,34.75454545454546,8.1181818181818155,29.363636363636367,29.363636363636367
CA,Modesto,648354,201165,37.661547822100005,-120.9885481,81,230,109.24424133300786,111.37659973144537,113.3528863525391,2.1323583984375034,4.108645019531238,38.36363636363637,54.518181818181816,72.5090909090909,72.5090909090909,16.15454545454545,34.145454545454534,34.145454545454534
NC,Fayetteville,3722920,200564,35.085130952700005,-78.97916765,753,188,103.00331481933597,107.65055358886723,110.34486816406255,4.647238769531256,7.341553344726577,9.018181818181818,25.509090909090908,50.74545454545455,50.74545454545455,16.490909090909092,41.727272727272734,41.727272727272734
LA,Shreveport,2270000,199311,32.4671618864,-93.79622361,516,146,106.63273071289066,108.26172851562504,113.6215405273438,1.628997802734375,6.988809814453134,29.78181818181818,55.1,88.91818181818181,88.91818181818181,25.31818181818182,59.136363636363626,59.136363636363626
OH,Akron,3901000,199110,41.08014449419999,-81.52192137,713,284,98.29845825195316,103.25022155761727,107.36187683105473,4.951763305664102,9.063418579101565,0.46363636363636357,6.2,16.81818181818182,16.81818181818182,5.736363636363636,16.354545454545455,16.354545454545455
WA,Tacoma,5370000,198397,47.24254114450001,-122.4544739,58,383,96.83351379394536,99.66397644042975,101.3290533447266,2.830462646484392,4.4955395507812455,0.21818181818181817,0.47272727272727266,1.381818181818182,1.381818181818182,0.2545454545454545,1.1636363636363638,1.1636363636363638
CA,Oxnard,654652,197899,34.195923773100006,-119.1818766,110,174,100.97433776855473,102.87418701171877,105.78287231445317,1.8998492431640415,4.808534545898439,0.5363636363636364,1.4,2.718181818181818,2.718181818181818,0.8636363636363635,2.1818181818181817,2.1818181818181817
